userId,movieId,title
93,234,Exit to Eden (1994)
93,434,Cliffhanger (1993)
94,105,"Bridges of Madison County, The (1995)"
94,89,Nick of Time (1995)
94,152,"Addiction, The (1995)"
94,594,Snow White and the Seven Dwarfs (1937)
94,536,"Simple Twist of Fate, A (1994)"
95,106,Nobody Loves Me (Keiner liebt mich) (1994)
95,344,Ace Ventura: Pet Detective (1994)
95,710,Celtic Pride (1996)
95,496,What Happened Was... (1994)
95,353,"Crow, The (1994)"
96,107,Muppet Treasure Island (1996)
96,568,Bhaji on the Beach (1993)
96,695,True Crime (1996)
96,214,Before the Rain (Pred dozhdot) (1994)
96,267,Major Payne (1995)
97,108,Catwalk (1996)
97,457,"Fugitive, The (1993)"
97,85,Angels and Insects (1995)
97,13,Balto (1995)
97,96,In the Bleak Midwinter (1995)
98,110,Braveheart (1995)
98,747,"Stupids, The (1996)"
98,284,New York Cop (Nyû Yôku no koppu) (1993)
98,478,Jimmy Hollywood (1994)
98,458,Geronimo: An American Legend (1993)
99,111,Taxi Driver (1976)
99,156,Blue in the Face (1995)
99,407,In the Mouth of Madness (1995)
99,162,Crumb (1994)
99,491,"Man Without a Face, The (1993)"
100,112,Rumble in the Bronx (Hont faan kui) (1995)
100,412,"Age of Innocence, The (1993)"
100,371,"Paper, The (1994)"
100,48,Pocahontas (1995)
100,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
101,113,Before and After (1996)
101,728,Cold Comfort Farm (1995)
101,450,With Honors (1994)
101,384,Bad Company (1995)
101,631,All Dogs Go to Heaven 2 (1996)
102,116,Anne Frank Remembered (1995)
102,594,Snow White and the Seven Dwarfs (1937)
102,152,"Addiction, The (1995)"
102,718,"Visitors, The (Visiteurs, Les) (1993)"
102,105,"Bridges of Madison County, The (1995)"
103,117,"Young Poisoner's Handbook, The (1995)"
103,369,Mrs. Parker and the Vicious Circle (1994)
103,284,New York Cop (Nyû Yôku no koppu) (1993)
103,726,Last Dance (1996)
103,496,What Happened Was... (1994)
104,118,If Lucy Fell (1996)
104,612,"Pallbearer, The (1996)"
104,208,Waterworld (1995)
104,558,"Pagemaster, The (1994)"
104,436,Color of Night (1994)
105,119,"Steal Big, Steal Little (1995)"
105,381,When a Man Loves a Woman (1994)
105,346,Backbeat (1993)
105,69,Friday (1995)
105,339,While You Were Sleeping (1995)
106,121,"Boys of St. Vincent, The (1992)"
106,332,Village of the Damned (1995)
106,532,Serial Mom (1994)
106,667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
106,541,Blade Runner (1982)
107,122,Boomerang (1992)
107,156,Blue in the Face (1995)
107,534,Shadowlands (1993)
107,105,"Bridges of Madison County, The (1995)"
107,279,My Family (1995)
108,123,Chungking Express (Chung Hing sam lam) (1994)
108,408,8 Seconds (1994)
108,558,"Pagemaster, The (1994)"
108,194,Smoke (1995)
108,327,Tank Girl (1995)
109,125,Flirting With Disaster (1996)
109,748,"Arrival, The (1996)"
109,272,"Madness of King George, The (1994)"
109,141,"Birdcage, The (1996)"
109,472,I'll Do Anything (1994)
110,126,"NeverEnding Story III, The (1994)"
110,16,Casino (1995)
110,289,Only You (1994)
110,509,"Piano, The (1993)"
110,157,Canadian Bacon (1995)
111,128,Jupiter's Wife (1994)
111,420,Beverly Hills Cop III (1994)
111,287,Nina Takes a Lover (1994)
111,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
111,75,Big Bully (1996)
112,129,Pie in the Sky (1996)
112,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
112,457,"Fugitive, The (1993)"
112,25,Leaving Las Vegas (1995)
112,458,Geronimo: An American Legend (1993)
113,132,Jade (1995)
113,698,Delta of Venus (1995)
113,94,Beautiful Girls (1996)
113,184,Nadja (1994)
113,65,Bio-Dome (1996)
114,135,Down Periscope (1996)
114,332,Village of the Damned (1995)
114,175,Kids (1995)
114,238,Far From Home: The Adventures of Yellow Dog (1995)
114,541,Blade Runner (1982)
115,137,Man of the Year (1995)
115,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
115,161,Crimson Tide (1995)
115,517,Rising Sun (1993)
115,371,"Paper, The (1994)"
116,140,Up Close and Personal (1996)
116,695,True Crime (1996)
116,171,Jeffrey (1995)
116,434,Cliffhanger (1993)
116,618,Two Much (1995)
117,141,"Birdcage, The (1996)"
117,64,Two if by Sea (1996)
117,510,Poetic Justice (1993)
117,536,"Simple Twist of Fate, A (1994)"
117,472,I'll Do Anything (1994)
118,144,"Brothers McMullen, The (1995)"
118,390,Faster Pussycat! Kill! Kill! (1965)
118,157,Canadian Bacon (1995)
118,79,"Juror, The (1996)"
118,626,"Thin Line Between Love and Hate, A (1996)"
119,145,Bad Boys (1995)
119,284,New York Cop (Nyû Yôku no koppu) (1993)
119,270,Love Affair (1994)
119,287,Nina Takes a Lover (1994)
119,532,Serial Mom (1994)
120,146,"Amazing Panda Adventure, The (1995)"
120,393,Street Fighter (1994)
120,419,"Beverly Hillbillies, The (1993)"
120,617,"Flower of My Secret, The (La flor de mi secreto) (1995)"
120,177,Lord of Illusions (1995)
121,147,"Basketball Diaries, The (1995)"
121,519,RoboCop 3 (1993)
121,272,"Madness of King George, The (1994)"
121,510,Poetic Justice (1993)
121,265,Like Water for Chocolate (Como agua para chocolate) (1992)
122,148,"Awfully Big Adventure, An (1995)"
122,339,While You Were Sleeping (1995)
122,496,What Happened Was... (1994)
122,371,"Paper, The (1994)"
122,700,Angus (1995)
123,149,Amateur (1994)
123,714,Dead Man (1995)
123,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
123,284,New York Cop (Nyû Yôku no koppu) (1993)
123,319,Shallow Grave (1994)
124,150,Apollo 13 (1995)
124,17,Sense and Sensibility (1995)
124,292,Outbreak (1995)
124,507,"Perfect World, A (1993)"
124,79,"Juror, The (1996)"
125,151,Rob Roy (1995)
125,287,Nina Takes a Lover (1994)
125,69,Friday (1995)
125,339,While You Were Sleeping (1995)
125,247,Heavenly Creatures (1994)
126,152,"Addiction, The (1995)"
126,434,Cliffhanger (1993)
126,105,"Bridges of Madison County, The (1995)"
126,588,Aladdin (1992)
126,594,Snow White and the Seven Dwarfs (1937)
127,153,Batman Forever (1995)
127,219,"Cure, The (1995)"
127,454,"Firm, The (1993)"
127,473,In the Army Now (1994)
127,602,"Great Day in Harlem, A (1994)"
128,154,Beauty of the Day (Belle de jour) (1967)
128,568,Bhaji on the Beach (1993)
128,163,Desperado (1995)
128,267,Major Payne (1995)
128,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
129,155,Beyond Rangoon (1995)
129,276,Milk Money (1994)
129,496,What Happened Was... (1994)
129,254,Jefferson in Paris (1995)
129,266,Legends of the Fall (1994)
130,156,Blue in the Face (1995)
130,703,Boys (1996)
130,534,Shadowlands (1993)
130,172,Johnny Mnemonic (1995)
130,279,My Family (1995)
131,157,Canadian Bacon (1995)
131,458,Geronimo: An American Legend (1993)
131,16,Casino (1995)
131,385,"Man of No Importance, A (1994)"
131,17,Sense and Sensibility (1995)
132,158,Casper (1995)
132,558,"Pagemaster, The (1994)"
132,371,"Paper, The (1994)"
132,233,Exotica (1994)
132,71,Fair Game (1995)
133,159,Clockers (1995)
133,594,Snow White and the Seven Dwarfs (1937)
133,685,It's My Party (1996)
133,152,"Addiction, The (1995)"
133,434,Cliffhanger (1993)
134,160,Congo (1995)
134,49,When Night Is Falling (1995)
134,594,Snow White and the Seven Dwarfs (1937)
134,152,"Addiction, The (1995)"
134,534,Shadowlands (1993)
135,161,Crimson Tide (1995)
135,695,True Crime (1996)
135,371,"Paper, The (1994)"
135,516,Renaissance Man (1994)
135,305,Ready to Wear (Pret-A-Porter) (1994)
136,162,Crumb (1994)
136,718,"Visitors, The (Visiteurs, Les) (1993)"
136,407,In the Mouth of Madness (1995)
136,277,Miracle on 34th Street (1994)
136,325,National Lampoon's Senior Trip (1995)
137,163,Desperado (1995)
137,698,Delta of Venus (1995)
137,726,Last Dance (1996)
137,331,Tom & Viv (1994)
137,65,Bio-Dome (1996)
138,164,Devil in a Blue Dress (1995)
138,251,"Hunted, The (1995)"
138,567,Kika (1993)
138,430,Calendar Girl (1993)
138,188,"Prophecy, The (1995)"
139,165,Die Hard: With a Vengeance (1995)
139,451,Flesh and Bone (1993)
139,541,Blade Runner (1982)
139,714,Dead Man (1995)
139,532,Serial Mom (1994)
140,166,"Doom Generation, The (1995)"
140,726,Last Dance (1996)
140,547,Surviving the Game (1994)
140,276,Milk Money (1994)
140,475,In the Name of the Father (1993)
141,168,First Knight (1995)
141,284,New York Cop (Nyû Yôku no koppu) (1993)
141,496,What Happened Was... (1994)
141,255,"Jerky Boys, The (1995)"
141,700,Angus (1995)
142,169,Free Willy 2: The Adventure Home (1995)
142,152,"Addiction, The (1995)"
142,594,Snow White and the Seven Dwarfs (1937)
142,685,It's My Party (1996)
142,105,"Bridges of Madison County, The (1995)"
143,170,Hackers (1995)
143,10,GoldenEye (1995)
143,187,Party Girl (1995)
143,715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
143,679,"Run of the Country, The (1995)"
144,171,Jeffrey (1995)
144,695,True Crime (1996)
144,327,Tank Girl (1995)
144,496,What Happened Was... (1994)
144,389,"Colonel Chabert, Le (1994)"
145,172,Johnny Mnemonic (1995)
145,156,Blue in the Face (1995)
145,534,Shadowlands (1993)
145,703,Boys (1996)
145,49,When Night Is Falling (1995)
146,173,Judge Dredd (1995)
146,103,Unforgettable (1996)
146,430,Calendar Girl (1993)
146,146,"Amazing Panda Adventure, The (1995)"
146,387,"Low Down Dirty Shame, A (1994)"
147,174,Jury Duty (1995)
147,493,Menace II Society (1993)
147,227,Drop Zone (1994)
147,377,Speed (1994)
147,147,"Basketball Diaries, The (1995)"
148,175,Kids (1995)
148,332,Village of the Damned (1995)
148,181,Mighty Morphin Power Rangers: The Movie (1995)
148,714,Dead Man (1995)
148,135,Down Periscope (1996)
149,176,Living in Oblivion (1995)
149,344,Ace Ventura: Pet Detective (1994)
149,217,"Babysitter, The (1995)"
149,611,Hellraiser: Bloodline (1996)
149,304,Roommates (1995)
150,177,Lord of Illusions (1995)
150,310,Rent-a-Kid (1995)
150,446,Farewell My Concubine (Ba wang bie ji) (1993)
150,515,"Remains of the Day, The (1993)"
150,239,"Goofy Movie, A (1995)"
151,178,Love & Human Remains (1993)
151,564,Chasers (1994)
151,617,"Flower of My Secret, The (La flor de mi secreto) (1995)"
151,520,Robin Hood: Men in Tights (1993)
151,249,Immortal Beloved (1994)
152,179,Mad Love (1995)
152,476,"Inkwell, The (1994)"
152,574,Spanking the Monkey (1994)
152,157,Canadian Bacon (1995)
152,358,Higher Learning (1995)
153,180,Mallrats (1995)
153,44,Mortal Kombat (1995)
153,613,Jane Eyre (1996)
153,478,Jimmy Hollywood (1994)
153,278,Miami Rhapsody (1995)
154,181,Mighty Morphin Power Rangers: The Movie (1995)
154,175,Kids (1995)
154,332,Village of the Damned (1995)
